"Year","Report<BR>State","Plant Name","Owner Company","Operator Company","County Name","Zipcode","Plant Capacity","Plant Flow","BTU Content","Dry Gas Storage Capacity","NG Liquid Storage Capacity"
"2017","TX","Bone Springs Gas Processing Plant","Ranch Westex JV LLC","Energy Transfer Company","Ward","79719","120","102","1250","","5700"
"2017","TX","Brasada Gas Plant","Western Gas Partners","Anadarko Petroleum Corporation","LaSalle","78014","230","230","1300","",""
"2017","TX","Bridgeport Plant","","Enlink Midstream Services, LLC","Wise","76426","800","515","1170","","48415"
"2017","TX","Bridwell River Ranch Gas Plant","Bridwell Oil Company","Bridwell Oil Company","Clay"," ","1","1","1200","","700"
"2017","TX","Brookeland Plant","ETC Field Services LLC","ETC Field Services LLC","Jasper","75931","95","70","1165","",""
"2017","TX","CEDAR HILL GAS PLANT","DAVIS GAS PROCESSING INC","DAVIS GAS PROCESSING INC","GARZA","79356","8","1","1265","","750"
"2017","TX","CGU Cordona Lake Plant","XTO Energy, Inc.","XTO Energy, Inc.","Crane","79731","10","4.57","610","","443"
"2017","TX","Cargray Plant","ETC Field Services LLC","ETC Field Services LLC","Carson","79097","30","15","1340","","19824"
"2017","TX","Chapel Hill Gas Plant","American Midstream","American Midstream","Smith","75792","25","13","1067","","4850"
"2017","TX","Chico Plant","Targa Midstream Services, LLC","Targa Midstream Services, LLC","Wise","76431","265","135","1214","","17383"
"2017","TX","Chisholm Plant","ETC Texas Pipeline Ltd.","Energy Transfer Company","Fayette","78945","120","70","1275","","1000"
"2017","TX","Cornell Mahoney Gas Plant","XTO Energy, INC","","Yoakum","79323","50","40","380","","2000"
"2017","TX","Cowtown/Corvette Plant","COWTOWN GAS PROCESSING PARTNERS LP","COWTOWN GAS PROCESSING PARTNERS LP","Hood","76033","300","125","1190","0","7857"
"2017","TX","Coyanosa","ETC Field Services LLC","ETC Field Services LLC","Pecos","79730","125","100","1175","","97000"
"2017","TX","Crane Gas Plant","Navitas Midstream Midland Basin, LLC","","Upton","79731","30","25","1355","",""
"2017","TX","Crossroads","DCP Operating Company, LP","DCP Operating Company, LP","Harrison","75672","60","","1025","",""
"2017","TX","Deadwood Plant","","Enlink Permian, LLC","Glasscock","79739","58","29","1365","","2330"
"2017","TX","Delmita Gas Plant","Enterprise Hydrocarbons Lp","Enterprise Products Operating LLC","Starr","78536","40","23","1150","",""
"2017","TX","Denver Unit CO2 Recovery Plant","OCCIDENTAL PERMIAN LTD 04","OXY","Yoakum","79323","290","279","229","","850"
"2017","TX","Dollarhide Gas Plant","Chevron Production Company","Chevron Production Company","Andrews","79714","56","56","","0","7000"
"2017","TX","EAST VEALMOOR GAS PLANT","WEST TEXAS GAS PROCESSING LP","WEST TEXAS GAS PROCESSING LP","HOWARD","79511","45","22","1267","","750"
"2017","TX","ELECTRA PLANT","LAYLINE NORTH TEXAS LLC","LAYLINE ENERGY I LLC","Wilbarger","76360","1","1","","","1429"
"2017","TX","ETC Kenedy Plant","ETC Texas Pipeline, Ltd.","Energy Transfer Company","Karnes","78118","410","370","1277","",""
"2017","TX","Eagle Plant","DCP Operating Company, LP","DCP Operating Company, LP","Jackson","77957","200","150","1275","","1238"
"2017","TX","East Texas","DCP Operating Company, LP","DCP Operating Company, LP","Panola","75631","720","400","1175","","185000"
"2017","TX","East Texas (Avinger)","Enbridge G & P (East Texas) L.P.","Enbridge G & P (East Texas) L.P.","Marion","75630","85","65","1080","","4000"
"2017","TX","East Toyah Gas Plant","EagleClaw Midstream Ventures, LLC","EagleClaw Midstream Ventures, LLC","Reeves","79772","440","300","1250","","4500"
"2017","TX","Enbridge G&P (North Texas) Springtown Plant","Enbridge","Enbridge","Parker","76082","","","","",""
"2017","TX","Enbridge G&P (North Texas) Weatherford Plant","Enbridge","Enbridge","Parker","76088","70","65","1257","","430"
"2017","TX","Fain Gas Plant","","","Potter","79058","50","35","1400","","3048"
"2017","TX","Fairplay-Duncan Gas Processing Plant","Enterprise Gathering LLC","Enterprise Gathering LLC","Rusk","75652","40","30","1097","","714"
"2017","TX","Fairway Gas Plant","Exxon","Vanguard Natural Resourses, Inc.","Henderson","75782","88","40","1086","","1083"
"2017","TX","Gilmore Natural Gas Plant","Enterprise Hydrocarbons L.P.","Enterprise Hydrocarbons L.P.","Hidalgo","78541","265","225","1140","","900"
"2017","TX","Godley gas Plant","Energy Transfer partners","Energy transfer partners","Johnson","76044","700","350","1280","","10000"
"2017","TX","Goforth Plant","","Enlink Texas Processing, LP","Parker","76126","30","20","1213","15","75"
"2017","TX","Goldsmith","DCP Operating Company, LP","DCP Operating Company, LP","Ector","79741","160","165","1325","","9000"
"2017","TX","Goliad Gas Plant","DCP Operating Company, LP","DCP Operating Company, LP","Goliad","78710","230","177","1277","",""
"2017","TX","Gomez Plant","ETC Field Services LLC","ETC Field Services LLC","Pecos","79735","84","80","950","",""
"2017","TX","Gordon","Enbridge G&P North Texas L.P","Enbridge G&P North Texas L.P","Palo Pinto","76453","40","35","1250","","3600"
"2017","TX","Gray County Plant","ETC Field Services LLC","ETC Field Services LLC","Gray","79065","20","15","1600","","4300"
"2017","TX","Grey Badger","Midstream Energy Services, LLC","Midstream Energy  Services, LLC","Carson","79068","25","8","1363","","2800"
"2017","TX","Gulf Plains Gas Plant","DCP Operating Company, LP","DCP Operating Company, LP","Nueces","78343","170","143","1200","","3475"
"2017","TX","HEMPHILL (C, D & E)","Superior Pipeline Corporation","Superior Pipeline Corporation","Hemphill","79014","275","195","","","800"
"2017","TX","Halley","ETC Field Services LLC","Energy Transfer Company","Winkler","79745","107","90","1129","","169"
"2017","TX","Hamlin","ETC Field Services LLC","ETC Field Services LLC","Fisher","79520","6","5","1380","","570"
"2017","TX","Hawkins Gas Plant","XTO Energy, Inc.","XTO Energy, Inc.","Wood","75765","180","159","351","","900"
"2017","TX","Hemphill Plant","ETC Field Services LLC","ETC Field Services LLC","Hemphill","79014","50","48","1254","","2143"
"2017","TX","Henderson","Enbridge G & P (East Texas) L.P.","Enbridge G & P (East Texas) L.P.","Rusk","75654","280","115","1090","","600"
"2017","TX","Hidetown Plant","Enbridge Pipelines (Texas Gathering) L.P.","Enbridge Pipelines (Texas Gathering) L.P.","Wheeler","79096","132","3","1121","","833"
"2017","TX","High Plains Plant","Targa Resources","","Midland","79706","200","171","1260","0","837"
"2017","TX","Hobart Cryo Plant","Enbridge Pipelines (Texas Gathering) L.P.","Enbridge Pipelines (Texas Gathering) L.P.","Hemphill","79014","35","","","","1000"
"2017","TX","Hobart Ranch Gas Plant","Enbridge Pipelines (Texas Gathering) L.P.","Enbridge Pipelines (Texas Gathering) L.P.","Hemphill","79014","125","0","","",""
"2017","TX","Houston Central Plant","Copano Processing LLC","Copano Processing LLC","Colorado","77475","1000","707","","","24608"
"2017","TX","Huckabay","Enbridge G&P North Texas L.P","Enbridge G&P North Texas  L.P","Erath","76401","20","19","1220","","1833"
"2017","TX","Huntsville Gas Plant","Copano Processing LLC","Copano Processing LLC","Walker","77320","15","5","1170","","4285"
"2017","TX","Indian Creek Gas Plant","Crestwood Panhandle Pipeline LLC","Crestwood Panhandle Pipeline LLC","Roberts","79065","36","23","1260","","1109"
"2017","TX","Indian Mound","Advance NGL, Inc.","Advance NGL, Inc.","Young","76450","1","1","","","1429"
"2017","TX","Indian Springs Gas Plant","TECO Gas Processing, LLC","Enterprise Products Operating LLC","Polk","77351","146","125","1160","","1068"
"2017","TX","JAMESON PLANT","WTG JAMESON LP","WEST TEXAS GAS PROCESSING LP","COKE","76949","60","58","1349","","750"
"2017","TX","Jackson Plant","ETC Texas Pipeline, Ltd.","Energy Transfer Company","Jackson","77962","800","690","1267","","10714"
"2017","TX","Joaquin Plant","Enable Midstream Partners","Enable Midstream Partners","Shelby","75954","40","5","1070","","1191"
"2017","TX","Kelton Gas Plant","KELTON GAS SERVICES LLC","DURANGO MIDSTREAM","WHEELER","79096","90","32","1200","","1200"
"2017","TX","Keystone","ETC Field Services LLC","ETC Field Services LLC","Winkler","79745","100","100","1200","0","500"
"2017","TX","King Ranch Gas Plant","ETC Texas Pipeline, Ltd.","ETC Texas Pipeline, Ltd.","Kleberg","78363","650","375","1170","","140000"
"2017","TX","Kripple Kreek Gas Plant","Pecan Pipeline Company","Pecan Pipeline Company","Montague","76230","160","75","1200","","7300"
"2017","TX","La Gloria","DCP Operating Company, LP","DCP Operating Company, LP","Jim Wells","78355","265","40","1130","","34120"
"2017","TX","La Grange Plant","ETC Texas Pipeline Ltd","Energy Transfer Company","Fayette","78945","200","110","1275","","1700"
"2017","TX","Lobo I Plant","","Delaware G&P LLC","Loving","","35","22","1220","",""
"2017","TX","Lobo II Plant","Delaware Processing LLC","Delaware Processing LLC","Loving","79754","135","110","1300","","700"
"2017","TX","Lone Camp","Enbridge G&P North Texas L.P","Enbridge G&P North Texas L.P","Palo Pinto","76453","40","30","1250","","714"
"2017","TX","Lone Star Plant","Southcross Energy GP LLC","FL Rich Gas Services, LP","Bee","78162","300","130","1278","0","760"
"2017","TX","Longhorn Gas Plant","Enerfin Resources Company","Enerfin Resources II-92 LP","Archer","76310","2","1","1333","0","950"
"2017","TX","Longhorn Gas Plant","Targa Gas Processing LLC","Targa Gas Processing LLC","Wise","76234","200","127","1157","0","0"
"2017","TX","Longview","Enbridge G & P (East Texas) L.P.","Enbridge G & P (East Texas) L.P.","Gregg","75603","125","110","1080","","1000"
"2017","TX","Longview Gas Plant","American Midstream","","Gregg","75604","50","16","1270","","7850"
"2017","TX","Loving Plant","Targa Delaware LLC","Targa Delaware LLC","Loving","79745","70","40","1210","","1400"
"2017","TX","MCLEAN PLANT","MCLEAN GAS PROCESSING COMPANY, LLY","CARRERA OPERATING COMPANY","GRAY","79057","25","9","1200","","300"
"2017","TX","MERCY GAS PLANT","FOREST OIL CORPORATION 100%","FOREST OIL CORPORATION","SAN JACINTO","","4","2","","","1000"
"2017","TX","Markham Gas Processing Plant","Williams Field Services-Gulf Coast Company LP","Williams Field Services-Gulf Coast Company LP","Matagorda","77456","550","225","1139","",""
"2017","TX","Markley Plant","","W. W. Sub, Inc.","Jack & Young","76459","1","1","","","500"
"2017","TX","McMullen","","Houston Pipeline Co.","McMullen","78072","5","4","1260","","760"
"2017","TX","Mertzon Plant","Targa Resources","","Irion","76941","52","49","1239","","7658"
"2017","TX","MiVida JV Processing Plant","ETC Field Services LLC","ETC Field Services LLC","Ward","79719","200","190","1280","","20000"
"2017","TX","Midkiff Plant","Targa Resources","Targa Pipeline MC WestTex LLC","Reagan","79755","230","220","1290","","833"
"2017","TX","Midmar East","","Coronado Midstream LLC","Martin","79783","100","65","1300","","2500"
"2017","TX","Midmar West","","Coronado Midstream LLC","Andrews","79714","65","41","1300","","640"
"2017","TX","New Hope","Enbridge G & P (East Texas) L.P.","Enbridge G & P (East Texas) L.P.","Franklin","75163","10","6","1054","","4000"
"2017","TX","Old Ocean Gas Plant","Arrowhead Pipeline L.P","Harvest Pipeline","Brazoria","77480","140","65","1100","","7500"
"2017","TX","Orla Plant","ETC Texas Pipeline, Ltd.","ETC Texas Pipeline, Ltd.","Reeves","79770","210","160","1220","","1350"
"2017","TX","Osborne Plant","Enbridge Pipelines (Texas Gathering) L.P.","Enbridge Pipelines (Texas Gathering) L.P.","Roberts","75059","25","","","","476"
"2017","TX","Ozona","Chevron","Chevron","Crockett","76943","32","9","1290","","648"
"2017","TX","Ozona Gas Processing Plant","DCP Operating Company, LP","DCP Operating Company, LP","Crockett","76943-1029","120","85","1160","","15833"
"2017","TX","Panhandle Superplant","DCP Operating Company, LP","DCP Operating Company, LP","Hutchinson County","79007","515","275","1217","0","31142"
"2017","TX","Panola","Enable Midstream Partners, LP","Enable Texola G&P, LLC","Panola","75633","100","75","1110","","1000"
"2017","TX","Panther Plant","La Grange Acquisition LP","Energy Transfer Company","Upton","79778","210","185","1326","",""
"2017","TX","Pecos Bend Gas Processing Plant","Caprock Midstream, LLC","Caprock Permian Processing, LLC","Reeves","79772","153","30","1386","","437"
"2017","TX","Pecos Gas Plant","EagleClaw Midstream Ventures, LLC","EagleClaw Midstream Ventures, LLC","Reeves","79772","250","120","1300","","2040"
"2017","TX","Pecos River Plant","Medallion Delaware Basin, LLC","Medallion Operating Company, LLC","Reeves","79770","30","19","1248","","4300"
"2017","TX","Pegasus Plant","DCP Operating Company, LP","DCP Midstream","Midland","79755","100","60","1287","","42"
"2017","TX","Ranger","","Ranger Gas Gathering, L.L.C.","Eastland","76470-0079","8.5","4.8","1380","","714"
"2017","TX","Raptor Gas Plant","Carnero Processing, LLC","Carnero Processing, LLC","La Salle","78014","260","136","1292","",""
"2017","TX","Rawhide","DCP Operating Company, LP","DCP Operating Company, LP","Sterling","79720","75","50","1090","0","630"
"2017","TX","Rebel Plant","La Grange Acquisition LP","Energy Transfer Company","Glasscock","79739","200","200","1300","",""
"2017","TX","Red Bluff Plant","ETC Field Services LLC","ETC Field Services LLC","Reeves","79770","220","180","1220","","1350"
"2017","TX","Reveille Cryogenic Plant","Howard Midstream Energy Partners, LLC","Texas Pipeline Processing, LLC","Webb","78045","200","75","1098","","715"
"2017","TX","Riptide Plant","","Coronado Midstream LLC","Martin","79749","100","85","1270","","6600"
"2017","TX","Roberts Ranch","DCP Operating Company, LP","DCP Operating Company, LP","Midland","79766","70","70","1100","","362"
"2017","TX","Rosewood Plant","ETC Field Services LLC","ETC Field Services LLC","Upshur","75644","12","4","1103","","467"
"2017","TX","Rothermel","LINN ENERGY LLC","","LIMESTONE","76642","15","15","1080","","714"
"2017","TX","SALE RANCH GAS PLANT","WEST TEXAS GAS PROCESSING LP","WEST TEXAS GAS PROCESSING LP","MARTIN","79782","250","210","1247","","750"
"2017","TX","SHACKELFORD PLANT","DGP TAURUS GP HOLDING LLC","DAVIS GAS PROCESSING INC","EASTLAND","76437","15","7","1262","","750"
"2017","TX","Saint Jo Processing Plant","Kinder Morgan - Copano Field Services/North Texas, LLC","","Montague","76251","110","73","1082","",""
"2017","TX","Salt Creek Processing Plant","Occidental Permian Ltd","Occidental Permian Ltd","Kent","79550","165","160","1170","","1300"
"2017","TX","San Martin Natural Gas Plant","Enterprise Hydrocarbons L.P.","Enterprise Hydrocarbons L.P.","Bexar","78112-9771","200","145","1251","",""
"2017","TX","Seminole Gas Processing Plant","Oxy USA INC","Oxy USA INC","Gaines","79360","285","275","","","10000"
"2017","TX","Shackelford Plant","Targa Midstream Services, LLC","Targa Midstream Services, LLC","Shackelford","","15","6","1321","","4528"
"2017","TX","Shamburger Lake Plant","VALENCE OPERATING COMPANY","VALENCE OPERATING COMPANY","SMITH","75706","2","0.115","1295","","355"
"2017","TX","Sherman","SemGas, LP","SemGas, LP","Grayson","75092-6707","30","30","","","350"
"2017","TX","Shilling Gas Plant","Enterprise Hydrocarbons L.P.","Enterprise Products Operating LLC","Webb","78357-2032","110","110","1200","",""
"2017","TX","Shoup Cryogenic Plant","Enterprise Hydrocarbons L.P.","Enterprise Hydrocarbons L.P.","Nueces","78410","285","255","1120","","1700"
"2017","TX","Silver Creek Plant","Enlink Texas Processing, LP","Enlink Texas Processing, LP","Parker","76087","200","146","1164","","1287"
"2017","TX","Silver Oak Plant 1","APL South Tex Processing Company LP","TPL South Tex Processing Company LP","Bee","78162","260","179","1292","",""
"2017","TX","Slaughter Gasoline Plant","Oxy","Oxy","Hockley","79372","35","30","1400","","446000"
"2017","TX","Slaughter Gasoline Plant (Mallet)","Oxy","Oxy","Hockley","79372","345","340","1250","","2200"
"2017","TX","Snyder Gasoline Plant","ExxonMobil Corporation","Kinder Morgan CO2","Scurry","79549","90","59","1300","","1000"
"2017","TX","Sonora Plant","Enterprise Hydrocarbons LP","Enterprise Products Operating LLC","Sutton","76950","120","95","1141","","750"
"2017","TX","Southwest Ozona","DCP Operating Company, LP","DCP Operating Company, LP","Crockett","76943-1029","90","85","1160","","1429"
"2017","TX","Spearman Plant","ETC Field Serivces LLC","ETC Field Services LLC","Ochiltree","79081","100","80","1210","","1657"
"2017","TX","Spraberry Plant","Navitas Midstream Midland Basin, LLC","","Midland","79706","125","63","1300","",""
"2017","TX","Sterling Plant","Targa Resources","Targa Resources","Sterling","76951","90","85","1250","0","1610"
"2017","TX","Stockman Plant","Enable Midstream Partners","Enable Midstream Partners","Shelby","75935","15","1","1070","","714"
"2017","TX","Sunray Gas Plant","ETC Field Services LLC","ETC Field Services LLC","Moore","79086","165","145","1185","","4050"
"2017","TX","Sutton Sonora Plant","DCP Operating Company, LP","DCP Operating Company, LP","Sutton","76493","62","62","1175","","4523"
"2017","TX","Sweetwater Creek Gas Plant","Aethon United BR LP","Aethon Energy Operating LLC","Wise","76234","12","8","1120","","5714"
"2017","TX","Tarzan Gas Plant","Targa Resources","Targa Resources","Martin","79749","10","8.7","1050","","1876"
"2017","TX","Texas City Processing Plant","Kinder Morgan Tejas Pipeline LLC","Kinder Morgan Tejas Pipeline LLC","Galveston","77590","65","65","1045","","400"
"2017","TX","Thompsonville Gas Plant","Enterprise Hydrocarbons LP","Enterprise Hydrocarbons LP","Jim Hogg","77369","330","305","1140","",""
"2017","TX","Three Rivers","DCP Operating Company, LP","DCP Operating Company, LP","Live Oak","78022","95","","","","1380"
"2017","TX","Tilden","ETC Field Services LLC","ETC Field Services LLC","McMullen","78072","150","98","1250","","3250"
"2017","TX","Tippett Plant","ETC Field Services LLC","ETC Field Services LLC","Upton","79752","55","50","1200","","7500"
"2017","TX","Tolar Plant/Black Diamond","DCP Operating Company, LP","DCP Operating Company, LP","Hood","76476","120","20","1270","","1430"
"2017","TX","Tract 75 Gas Plant","Kinder Morgan Production Company LLC","Kinder Morgan Production Company LLC","Pecos","79744","110","73","300","",""
"2017","TX","Trend Gathering Farrar plant","XTO Energy","XTO Energy","Limestone","75846","330","110","1000","","3000"
"2017","TX","Trend Teague Plant","Trend Gathering and Treating L.P.","Trend Gathering and Treating L.P.","Freestone","75860","330","200","1025","","3000"
"2017","TX","Trinidad","Enbridge G & P (East Texas) L.P.","Enbridge G & P (East Texas) L.P.","Henderson","75163","65","52","1049","","476"
"2017","TX","Tyler Gas Plant","Aethon United Gas LP","Aethon Energy Operating LLC","Smith","75704","1","1","","","210"
"2017","TX","VAN PLANT","UNOCAL - CNAEP","UNOCAL - CNAEP","VAN ZANDT","75790","1.2","0.5","1370","","1142"
"2017","TX","WHEELER","ENABLE PRODUCTS LLC","ENABLE PRODUCTS LLC","WHEELER","79096","200","200","1215","",""
"2017","TX","WORSHAM-STEED CRYOGENIC GAS PLANT","NORTEX MIDSTREAM PARTNERS, LLC","WORSHAM-STEED GAS STORAGE, LLC","JACK","76486","60","41","950","",""
"2017","TX","WPMT NGL","OCCIDENTAL PERMIAN LTD 04","OCCIDENTAL PERMIAN LTD","Yoakum","79323","40","11","891","",""
"2017","TX","Waha Plant","ETC Field Services LLC","ETC Field Services LLC","Pecos","79730","120","120","1184","",""
"2017","TX","Waskom Gas Processing","Enable Midsteam Partners, LP","Enable Midstream Partners, LP","Harrision","75692","250","210","1080","","48000"
"2017","TX","Wasson ODC Unit CO2 Removal Plant","OCCIDENTAL PERMIAN LTD 04","OCCIDENTAL PERMIAN LTD","Yoakum","79323","100","96","","","4300"
"2017","TX","Wheeler","ETC Field Services LLC","ETC Field Services LLC","Wheeler","79096","60","35","1195","",""
"2017","TX","Wilcox Gas Plant","DCP Operating Company, LP","DCP Operating Company, LP","Lavaca","77964","240","135","1102","","9857"
"2017","TX","Willard CO2 Recovery Plant","OXY USA WTP, LP 00","OXY","Yoakum","79323","96","94","185","0","1500"
"2017","TX","Woodall Plant","ETC Field Services LLC","ETC Field Services LLC","Hemphill","79011","60","32","1190","","430"
"2017","TX","Woodsboro Plant","Southcross Energy GP LLC","Southcross Processing LLC","Refugio","78393","200","139","1206","","2000"
"2017","TX","Yoakum Gas Processing Plant","Enterprise Hydrocarbons LP","Enterprise Products Operating LLC","Lavaca","77995","900","900","1250","",""
"2017","TX","Zybach","Enbridge Pipelines (Texas Gathering) L.P.","","Wheeler","79011","164","69","1169","","952"
"2017","Tx","Block 31 Plant","Oxy","","Crane","79731","41","41","550","","718"
"2017","Tx","Delaware Basin Gas Processing Plant","Delaware Basin Gas Processing, LLC","Enterprise Products Operating LLC","Reeves","79730","150","150","1239","",""
"2017","Tx","Panola II Processing Plant","BTA Gas Processing LLC","BTA Gas Processing LLC","Panola","75633","120","60","1117","0","267"
"2017","Tx","Targa Sandhills Plt","Targa Resources","Targa Resources","Crane","79743","180","152","1230","","9285"
"2017","UT","Altamont Gas Plant","Kinder Morgan","Kinder Morgan - Altamont","Duchesne","84001","80","76","1200","","22476"
"2017","UT","Brundage Canyon Gas Plant","Berry Petroleum Company LLC","Berry Petroleum Company LLC","Duchesne","","30","21","1180","","4285"
"2017","UT","CHIPETA PLANT","Western Gas Partners, LP","Western Gas Partners, LP","UINTAH","84078","750","415","1112","",""
"2017","UT","Harley Dome Plant","Red Rock Gathering Company, LLC","Red Rock Gathering Company, LLC.","Grand County","81505","30","14","1098","","714"
"2017","UT","Kastler Dew Point Plant","Dominion Energy Questar Pipeline","Dominion Energy Questar Pipeline","Daggett","84023","300","9","1046","","2143"
"2017","UT","Pineview Gas Plant","","Citation Oil & Gas Corp.","Summit","84017","2","1","1870","","5000"
"2017","UT","Price Raptor Plant","Dominion Energy Questar Field Services","Dominion Energy Questar Pipeline","Carbon","84501","130","","1046","","3571"
"2017","UT","Red Wash Area","Andeavor Field Services LLC","Andeavor Field Services LLC","Uintah","84078","300","198","1102","",""
"2017","WV","Copley Extraction Plant","Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.","Lewis","26452","35","","","","2514"
"2017","WV","Fort Beeler","Williams Partners LP","Williams Partners LP","Marshall","26033","520","280","1212","","19285"
"2017","WV","Hastings Extraction Plant","Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.","Wetzel","26419","180","147","1231","","37979"
"2017","WV","Hurricane Gas Processing Plant","Tulsa Hurricane, LLC","Elkhorn Gas Processing","Putnam","25526","10","4","1250","","2429"
"2017","WV","Kenova","Markwest Energy Partners, L.P.","Markwest Energy Partners, L.P.","Kanawha","25045-0932","160","108","1220","","13600"
"2017","WV","Kermit","Core Appalachia Operating, LLC","Core Appalachia Operating, LLC","Mingo","25674","32","18","1268","","714"
"2017","WV","Lightburn Extraction Plant","Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.","Lewis","26378","44","9","1166","","5028"
"2017","WV","Majorsville Plant","MarkWest Liberty Midstream & Resource","MarkWest Liberty Midstream & Resource","Marshall","26036","1070","902","1241","",""
"2017","WV","Markwest Cobb Extraction","Markwest Energy Partners, L.P.","Markwest Energy Partners, L.P.","Kanawha","25045-0932","35","24","1240","","2950"
"2017","WV","Mobley Plant","MARKWEST LIBERTY MIDSTREAM & RES","","Wetzel","26437","920","886","1172.22","0","0"
"2017","WV","Natrium Extraction and Fractionation Plant","Blue Racer Midstream, LLC","Blue Racer Midstream, LLC","Marshall","26055","450","424","1217","","150100"
"2017","WV","Oak Grove","Williams Partners LP","Williams Partners LP","Marshall","56041","200","75","1212","","3213"
"2017","WV","Sherwood Plant","MarkWest Liberty Midstream & Resource","MarkWest Liberty Midstream & Resource","Doddridge","26456","1800","1481","1225","",""
"2017","WV","Smokehouse","Core Appalachia Operating, LLC","Core Appalachia Operating, LLC","Logan","25508","13","7","1279","","2142"
"2017","WV","West Union NGL Extraction Plant","Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.","Doddridge","26456","35","","","","2514"
"2017","WY","50 Buttes Processing Facility","Thunder Creek Gas Services,L.L.C.","Thunder Creek Gas Services, L.L.C.","Campbell","82718","90","81","1274","","15657"
"2017","WY","Anschutz Ranch East","Merit Energy Company","Merit Energy Company","Uinta","82930","55","10","1026","","10000"
"2017","WY","BISON TREATING FACILITY","Western Gas Partners, LP","Western Gas Partners, LP","Campbell","82718","270","137","927","",""
"2017","WY","Blacks Fork Gas Plant","Green River Processing","Green River Processing","Sweetwater","52934","765","443","1092","","18334"
"2017","WY","Bucking Horse Gas Plant","Williams Companies","Williams","Converse","82633","120","56","1284","",""
"2017","WY","Carter Creek Gas Plant","Hilcorp Energy Development LP","Hilcorp Energy Development LP","Uinta","82930","62","45","1010","0","75"
"2017","WY","Casper Plant","TALLGRASS ENERGY MIDSTREAM LLC","","NATRONA","82604","65","45","1145","","8970"
"2017","WY","Douglas Plant","TALLGRASS ENERGY MIDSTREAM LLC","TALLGRASS ENERGY MIDSTREAM LLC","CONVERSE","82633","130","63","1193","","15650"
"2017","WY","Echo Springs Gas Plant","Williams","Williams Midstream Services, LLC","Carbon","82336","745","480","","",""
"2017","WY","Elk Basin Gasoline Plant","Encore Energy Partners Operating LLC","Encore Energy Partners Operating LLC","Park","82435","13","12","340","",""
"2017","WY","Emigrant Trail Gas Plant","Green River Processing, LLC","Green River Processing, LLC","Uinta","82937","55","32","1124","","2800"
"2017","WY","FORT UNION MEDICINE BOW TREATING FACILITY","Crestone Energy Ventures LLC","Western Gas Partners, LP","Converse","82633","340","111","953","",""
"2017","WY","Garland Gas Plant","Merit Energy Company","Merit Energy Company","Park","84212","4","1","1090","","572"
"2017","WY","Granger Gas Plant","Mountain Gas Resources, LLC","Anadarko Petroleum","Sweetwater","82935","500","296","1092","","22300"
"2017","WY","HILIGHT COMPLEX","Western Gas Partners, LP","Western Gas Partners, LP","Campbell","82718","60","52","1385","","13725"
"2017","WY","Lost Cabin Gas Plant","ConocoPhillips Company (Burlington Resources)","ConocoPhillips Company","Fremont","82642","265","211","984","0","0"
"2017","WY","NEWCASTLE COMPLEX","Western Gas Partners, LP","Western Gas Partners, LP","Weston","82710","3","2","1550","","4005"
"2017","WY","Opal Gas Plant","Williams","Williams Midstream Services, LLC","Lincoln","83124","1100","660","","","37000"
"2017","WY","Oregon Basin Gas Plant","Merit Energy Company","Marathon Oil Company","Park","82414","6","5.6","928.4","","952"
"2017","WY","Painter","Merit Energy Company","Merit Energy Company","Uinta","82931","270","185","730","","13000"
"2017","WY","Patrick Draw Gas Plant","Mountain Gas Resources, LLC","Anadarko Petroleum","Sweetwater","82901","120","70","1165","","24500"
"2017","WY","Pioneer Cryogenic Plant","Enterprise Gas Processing,LLC","Enterprise Gas Processing LLC","Lincoln","83124","800","758","1115","",""
"2017","WY","Sage Creek Natural Gas Processing Plant","ONEOK","ONEOK","Converse","82637","50","20","1300","","200"
"2017","WY","Silo Gas Plant","Kaiser-Frontier Midstream, LLC","Kaiser-Frontier Midstream, LLC","Laramie","82009","15","6","1400","","2140"
"2017","WY","Silvertip","Incremental Oil and Gas","Incremental Oil and Gas","Park","82435","5","5","","","2140"
"2017","WY","Vermillion Gas Plant","Andeavor Field Services LLC","Andeavor Field Services LLC","Sweetwater","82934","57","49","1068","","685"
"2017","WY","Worland Plant","Devon Energy Production Co LP","Devon Energy Production Co LP","Washakie","82401","10","5","1287","","9200"
"2017","WY","YU BENCH","ROCK OIL AND GAS ASSETS, LLC","CUMBERLAND OPERATING, LLC","PARK","82414","4","1","1115","","714"
